label,count,mean,std,min,25%,50%,75%,max
case,248792.0,-0.43023597378370715,1.2703875653113879,-6.466456079934198,-1.2910693493787924,-0.4290581993633549,0.42609553576727044,5.001885479636339
control,248783.0,0.76000049340278,1.2683621463710586,-4.984887187323304,-0.09760964336647704,0.7577988604142116,1.6178398227783064,6.3127381439080725
